,Unnamed: 0,Tweet,Sarcasm (yes/no),clean_text
4263,4263,Because athletes really make everything better.,yes,athletes really make everything better
4264,4264,I just love when vegetarians happens.,yes,love vegetarians happens
4265,4265,I find the concert to be wonderful.,no,find concert wonderful
4266,4266,I genuinely love the game.,no,genuinely love game
4267,4267,I am always excited for the game.,no,always excited game
4268,4268,artists are genuinely amazing.,no,artists genuinely amazing
4269,4269,I just love when the meal happens.,yes,love meal happens
4270,4270,Can't wait for more of vegetarians.,yes,cant wait vegetarians
4271,4271,Can't wait for more of scientists.,yes,cant wait scientists
4272,4272,Can't wait for more of engineers.,no,cant wait engineers
4273,4273,Nothing better than a the workshop moment.,yes,nothing better workshop moment
4274,4274,Can't wait for more of the meal.,yes,cant wait meal
4275,4275,my new phone are genuinely amazing.,no,new phone genuinely amazing
4276,4276,"Had a my new phone, best experience ever. Not.",yes,new phone best experience
4277,4277,I just love when my new phone happens.,yes,love new phone happens
4278,4278,this book are genuinely amazing.,no,book genuinely amazing
4279,4279,Had a great time with the meal.,no,great time meal
4280,4280,Had a great time with artists.,no,great time artists
4281,4281,"Oh great, another vegetarians. Just what I needed.",yes,oh great another vegetarians needed
4282,4282,engineers have always been great.,no,engineers always great
4283,4283,Had a great time with writers.,no,great time writers
4284,4284,the conference are genuinely amazing.,no,conference genuinely amazing
4285,4285,the conference are genuinely amazing.,no,conference genuinely amazing
4286,4286,Had a great time with scientists.,no,great time scientists
4287,4287,"Oh great, another artists. Just what I needed.",yes,oh great another artists needed
4288,4288,this movie are truly inspiring.,no,movie truly inspiring
4289,4289,Because artists really make everything better.,yes,artists really make everything better
4290,4290,"Had a scientists, best experience ever. Not.",yes,scientists best experience
4291,4291,"Everyone loves scientists, right?",yes,everyone loves scientists right
4292,4292,"Everyone loves musicians, right?",yes,everyone loves musicians right
4293,4293,vegetarians are genuinely amazing.,no,vegetarians genuinely amazing
4294,4294,Can't wait for more of engineers.,no,cant wait engineers
4295,4295,Nothing better than a artists moment.,yes,nothing better artists moment
4296,4296,doctors are truly inspiring.,no,doctors truly inspiring
4297,4297,"engineers are so wonderful, said no one ever.",yes,engineers wonderful said one
4298,4298,artists are genuinely amazing.,no,artists genuinely amazing
4299,4299,I genuinely love the conference.,no,genuinely love conference
4300,4300,Because the conference really make everything better.,yes,conference really make everything better
4301,4301,Because this book really make everything better.,yes,book really make everything better
4302,4302,"the workshop are so wonderful, said no one ever.",yes,workshop wonderful said one
4303,4303,I just love when scientists happens.,yes,love scientists happens
4304,4304,Can't wait for more of this movie.,yes,cant wait movie
4305,4305,"Oh great, another vegetarians. Just what I needed.",yes,oh great another vegetarians needed
4306,4306,Because this book really make everything better.,yes,book really make everything better
4307,4307,"Oh great, another artists. Just what I needed.",yes,oh great another artists needed
4308,4308,Had a great time with vegetarians.,no,great time vegetarians
4309,4309,Can't wait for more of writers.,no,cant wait writers
4310,4310,I am always excited for scientists.,no,always excited scientists
4311,4311,I am always excited for engineers.,no,always excited engineers
4312,4312,Nothing better than a my new phone moment.,yes,nothing better new phone moment
4313,4313,the game have always been great.,no,game always great
4314,4314,athletes are genuinely amazing.,no,athletes genuinely amazing
4315,4315,I genuinely love the concert.,no,genuinely love concert
4316,4316,Had a great time with the meal.,no,great time meal
4317,4317,I genuinely love athletes.,no,genuinely love athletes
4318,4318,I am always excited for the concert.,no,always excited concert
4319,4319,I find the meal to be wonderful.,no,find meal wonderful
4320,4320,"Everyone loves artists, right?",yes,everyone loves artists right
4321,4321,athletes are genuinely amazing.,no,athletes genuinely amazing
4322,4322,vegetarians are truly inspiring.,no,vegetarians truly inspiring
4323,4323,Can't wait for more of the meal.,no,cant wait meal
4324,4324,Can't wait for more of the meal.,no,cant wait meal
4325,4325,"Everyone loves doctors, right?",yes,everyone loves doctors right
4326,4326,Had a great time with the workshop.,no,great time workshop
4327,4327,Can't wait for more of writers.,no,cant wait writers
4328,4328,Because athletes really make everything better.,yes,athletes really make everything better
4329,4329,"Everyone loves the workshop, right?",yes,everyone loves workshop right
4330,4330,I find musicians to be wonderful.,no,find musicians wonderful
4331,4331,Nothing better than a artists moment.,yes,nothing better artists moment
4332,4332,Had a great time with doctors.,no,great time doctors
4333,4333,"Had a scientists, best experience ever. Not.",yes,scientists best experience
4334,4334,I find the game to be wonderful.,no,find game wonderful
4335,4335,"Everyone loves the workshop, right?",yes,everyone loves workshop right
4336,4336,Can't wait for more of this book.,yes,cant wait book
4337,4337,I genuinely love athletes.,no,genuinely love athletes
4338,4338,"the game are so wonderful, said no one ever.",yes,game wonderful said one
4339,4339,Can't wait for more of engineers.,yes,cant wait engineers
4340,4340,"Everyone loves the game, right?",yes,everyone loves game right
4341,4341,Had a great time with the workshop.,no,great time workshop
4342,4342,"Oh great, another my new phone. Just what I needed.",yes,oh great another new phone needed
4343,4343,I genuinely love this movie.,no,genuinely love movie
4344,4344,Can't wait for more of the workshop.,yes,cant wait workshop
4345,4345,"my new phone are so wonderful, said no one ever.",yes,new phone wonderful said one
4346,4346,I genuinely love the game.,no,genuinely love game
4347,4347,Nothing better than a the conference moment.,yes,nothing better conference moment
4348,4348,Can't wait for more of doctors.,no,cant wait doctors
4349,4349,I am always excited for the meal.,no,always excited meal
4350,4350,Nothing better than a vegetarians moment.,yes,nothing better vegetarians moment
4351,4351,Had a great time with writers.,no,great time writers
4352,4352,"the concert are so wonderful, said no one ever.",yes,concert wonderful said one
4353,4353,"Oh great, another writers. Just what I needed.",yes,oh great another writers needed
4354,4354,I am always excited for the meal.,no,always excited meal
4355,4355,I am always excited for my new phone.,no,always excited new phone
4356,4356,I genuinely love vegetarians.,no,genuinely love vegetarians
4357,4357,"athletes are so wonderful, said no one ever.",yes,athletes wonderful said one
4358,4358,the workshop are genuinely amazing.,no,workshop genuinely amazing
4359,4359,"Everyone loves doctors, right?",yes,everyone loves doctors right
4360,4360,I find engineers to be wonderful.,no,find engineers wonderful
4361,4361,"Oh great, another this movie. Just what I needed.",yes,oh great another movie needed
4362,4362,vegetarians are truly inspiring.,no,vegetarians truly inspiring
4363,4363,"Oh great, another this movie. Just what I needed.",yes,oh great another movie needed
4364,4364,my new phone are truly inspiring.,no,new phone truly inspiring
4365,4365,Can't wait for more of my new phone.,yes,cant wait new phone
4366,4366,Because the game really make everything better.,yes,game really make everything better
4367,4367,Because engineers really make everything better.,yes,engineers really make everything better
4368,4368,doctors have always been great.,no,doctors always great
4369,4369,I find artists to be wonderful.,no,find artists wonderful
4370,4370,I just love when the meal happens.,yes,love meal happens
4371,4371,I find the meal to be wonderful.,no,find meal wonderful
4372,4372,I am always excited for this movie.,no,always excited movie
4373,4373,athletes are genuinely amazing.,no,athletes genuinely amazing
4374,4374,doctors are truly inspiring.,no,doctors truly inspiring
4375,4375,the workshop have always been great.,no,workshop always great
4376,4376,I am always excited for this book.,no,always excited book
4377,4377,Can't wait for more of engineers.,no,cant wait engineers
4378,4378,Nothing better than a my new phone moment.,yes,nothing better new phone moment
4379,4379,this movie are truly inspiring.,no,movie truly inspiring
4380,4380,I find scientists to be wonderful.,no,find scientists wonderful
4381,4381,I just love when doctors happens.,yes,love doctors happens
4382,4382,"Oh great, another the concert. Just what I needed.",yes,oh great another concert needed
